ID	Text	LanguageID	Translation
4853254	Ki kali jong ki Nongengland bad ki Nongjapan ki don steering sha kamon.	66609	British and Japanese cars have steering wheels on the right side.
4853261	Ka Mary ka shet kylla ia u Tom.	2589825	Mary threw Tom under the bus.
5061764	Ngin sa pynshai kaei kaba dei bad kaei kaba lait.	1884611	We will clarify what is true and what is false.
5254081	Ha jingpyrkhat jongnga, ka meeting ka long kaba seisoh.	5085437	In my opinion, the meeting was a success.
5254096	Nga sngewthuh balei phi dom.	2542634	I understand why you're angry.
5254107	Ngi trei na bynta u Tom.	3921381	We work for Tom.
5254109	Ngi don aiu-re-aiu.	2241679	We've got something.
5254110	Ngi don aiu-aiu.	2241679	We've got something.
5254113	Ngi don kaei-re-kaei.	2241679	We've got something.
5254114	Ngi don uei-re-uei.	2241679	We've got something.
5254117	U sngewtynnad ban tan duma ha ka por ba u eit.	1756011	He likes to smoke while taking a shit.
5254118	Sngewbha seh ban pyni ianga ka lynti sha station.	26000	Please be so kind as to show me the way to the station.
5254119	U Tom u sdang ban khih.	2648407	Tom began to move.
5254120	Phim dei u briew uba nga mut ba phi dei.	1832182	You're just not the person I thought you were.
5254121	Mem dei u briew uba nga mut ba me dei.	1832182	You're just not the person I thought you were.
5254122	Pham dei ka briew kaba nga mut ba pha dei.	1832182	You're just not the person I thought you were.
5254125	Ka tennis ka jynjar. Ngam lah tip shaei ka ball kan her.	39399	Tennis is difficult. I never know which way the ball is going to fly.
5254128	Phi tip katno ngi lah iohnong?	3822897	Do you know how much profit we made?
5254129	Nga lah leh katba nga leh.	3151409	I gave it my best shot.
5254131	Ka telephone ka kham myntoi ban ia u kpieng.	3121530	A telephone is more useful than a necklace.
5254132	Ki juti nga ki long rong brown.	456469	My shoes are brown.
5254133	Ki juti nga ki brown.	456469	My shoes are brown.
5254134	Ka Jill ka peit ia u John na kner.	52490	Jill looked at John sideways.
5254135	Nga slem, te nga duh iaka flight 501.	72561	I was late, so I missed flight 501.
5254136	Nga lah don ka jingsngew ba un sa iehnoh ianga.	260038	I had a suspicion that he would leave me.
5254137	Sngewbha, tangba kato kadei ka racket jongnga.	264997	Pardon me, but that is my racket.
5254138	Shaei u director?	1003118	Where's the director?
5254139	Shaei ka director?	1003118	Where's the director?
5254140	Shaei i director?	1003118	Where's the director?
5254141	U Tom u ong iaka Mary ba kan pyrshang kham tyngeh.	1027884	Tom told Mary to try harder.
5254142	Dei manga ba pyniap ia u Kennedy.	1576913	It was me who killed Kennedy.
5254143	U Tom u kwah iaphi.	2239718	Tom wants you.
5254144	Ngan leit sha office u Tom.	2544759	I'm going to Tom's office.
5254145	U Tom u jop iaka election.	2547518	Tom won the election.
5254146	Balei kim don hangne?	2646704	Why aren't they here?
5254147	Ha nga ka dei ka jingkylli halor ka im ne ka iap.	4433486	For me it was a question of life or death.
5254148	U sngapjar shiphang.	290119	He remained silent for a while.
5254149	Ha ba kut ka sentence dei ban buh u period.	1559953	At the end of the sentence one should put a period.
5254150	Long ngan call?	434374	Can I make a phone call?
5254151	U khapniah jingmut.	2304695	He's closed-minded.
5254152	Lah jan dei por ban reply iaka shithi jong u.	5081610	It'd be about time to reply to his letter.
5254153	Haduh katno ngi hap ban ap hangne?	4015373	How long do we have to wait here?
5254154	Nga shu kwah ia u ba un phet.	3536290	I just want him to go away.
5254155	Nga shu kwah ia u ba un leit noh.	3536290	I just want him to go away.
5254156	U Tom u kwah jubab.	2239710	Tom wants answers.
5254157	Ka eriong ka pynngam ia ka lieng.	325267	The storm sank the boat.
5254158	U kynthih ia ka thliew.	290147	He jumped over a ditch.
5254159	Ai ngan jop. Hynrei lada ngam lah jop, ai ngan long shlur ha ka jingpyrshang.	5113342	Let me win. But if I cannot win, let me be brave in the attempt.
5254160	Ngam tip u Tom un wan ne em.	4014152	I don't know if Tom is coming or not.
5254161	Ngi bam lang man ka janmiet.	3824916	We eat together every evening.
5254162	Nga dang kylli jingkylli ia i pa.	1663853	I am asking questions to my father.
5254163	Don ki por u ksew nga u wiar shiteng miet.	328939	Sometimes my dog barks in the middle of the night.
5254164	Naduh mynno phi lah pule Latin?	5200787	Since when have you been learning Latin?
5258136	Nga kwah iaphi ba phin pule kane ka kot.	17440	I want you to read this book.
5258137	Map. Nga wan slem.	453007	I'm sorry. I came late.
5258138	Jingphohsniew jongphi ki kyllain kum ki jingruma jongnga.	1624882	Your dreams are almost as twisted as my nightmares.
5258140	Nga tip phi don essay ban thoh.	2376559	I know you have an essay to write.
5258142	Nga lah leh katba lah ban long paralok jongphi.	3625415	I did everything to become your friend.
5258144	Phi mut ban leh aiu-aiu de?	3738310	What else are you planning to do?
5258145	Ki kwah biang ia u Tom.	4495909	They want Tom back.
5258146	Kylli i'u Tom kiei ki plan jong u.	4666069	Ask Tom what his plans are.
5258148	Baroh lah shah ktah.	4529888	Everyone has been affected.
5258152	Um lah ban ong iwei ruh i kyntien ha ka French, tangba u kren Phareng kum u trai ktien.	460293	He can't say one word of French, but then again he speaks English like a native.
5258154	Ngi dei ban trei katba ngi dang im.	28784	We must work as long as we live.
5258155	Katba ngi dang im ngi dei ban trei.	28784	We must work as long as we live.
5258156	U Tom u dang rit palat ban leh iakane.	4663833	Tom is way too young to be doing this.
5258158	Nga lah poi sha Boston katto katne sien.	4635421	I've been to Boston numerous times.
5258161	Nga lah leit sha Boston katto katne sien.	4635421	I've been to Boston numerous times.
5258169	U Tom u tip shaphang kane, hato um tip re?	2540801	Tom knows about this, doesn't he?
5258176	Uei u 'terpomo'? U apple ha madan, ne u phan?	2530435	What is 'terpomo'? An apple in the ground, or a potato?
5258179	Kato ka khubor ka lah saphriang lut.	2259239	That news got around.
5258184	Nga wan namar me thoh aiu re.	3723510	I came because of something you wrote.
5258189	Phim kwah pynsangeh ia u Tom?	2288902	Don't you want to stop Tom?
5258194	Nga lah pynlut bun ka jingim jongnga hangne.	4135195	I've spent most of my life here.
5259854	Bymlahlong!	41295	That's impossible.
5259856	Sngewbha batai ianga ka jingmut ba iahap tam jong ka kyntien.	48089	Will you please explain to me the exact meaning of the word?
5259859	Ki sah shapoh.	305619	They live downstairs.
5259861	I pa i ai game computer ianga.	318835	A computer game was given to me by my father.
5259864	U lah buaid bad u klet ban khang ka jingkhang shadien.	387417	He was drunk and forgot to shut the back door.
5259869	Ka ïng jongnga ka khriat bha.	801147	My house is very cold.
5259875	I bah ine-ine i lah iap. Balei ngan leit sha jingontep jong i haba nga lah thikna, in nym wan sha jingontep jongnga?	1539957	Mr So-and-So is dead. Why would I bother going to his funeral since, I am certain, he won't come to mine?
5259878	Nga pyrshang ban install ka browser thymmai.	1612563	I tried to install a new browser.
5259879	Phim lah ban thied iakane.	1950654	You can't afford this.
5266709	U pyni iangi kumno ban ñiah kulai.	297369	He showed us how to ride a horse.
5567199	Ngan nym iathuh iaki kata.	3908539	I'm not going to tell them that.
5567204	Kam pat ju jia ha nga ba u Tom um kwah ban leit bad ngi.	3818894	It never occurred to me that Tom wouldn't want to go with us.
5567211	Ka phone u Tom ka pah.	2240279	Tom's phone rang.
5567216	U ai kajuh ka jubab kum kaba hashuwa.	300709	He gave the same answer as before.
5567221	Nga khlem vote iaphi.	3917149	I didn't vote for you.
5567226	Ka jylliew kane ka nan?	3041989	Is this lake deep?
5567229	Nga khlem dih ka um.	2652819	I didn't drink the water.
5567236	Sa shiphang u Tom u lap ia ka Mary.	1028011	Tom soon caught up with Mary.
5567243	Uwei-pa-uwei naki u don kali.	376334	Each of them has his own car.
5567250	Don tennis court hangne?	59633	Is there a tennis court around here?
5567252	Phi poi iohi iaka mynnin?	34616	Did you happen to see her yesterday?
5567256	Mynta ki por ym don ba ngeit rngai.	3467381	Nowadays no one believes in ghosts.
5662952	Nga tharai ngan sa bunkam bha, tangba hadien ka test ngan sa ioh por kham bun.	2167928	I think I'll be very busy, but after the test I will have more time.
5662971	Balei phim sngewtynnad ianga?	1869560	Why don't you like me?
5662978	Nga leit sha Tokyo ban thied kane ka kot.	253754	I went to Tokyo to buy this book.
5662985	Lada long, ngan sngewtynnad eh ban pule shuh shuh shaphang kane ka kam.	1403168	If possible, I'd like to read more about the issue.
5662991	Nga tip phi don maphi kato.	2376562	I know you have it with you.
5662994	Nga ai khublei iaphi naduh ka dohnud jongnga.	2849857	Thank you with all my heart.
5663011	U Tom u pynlait im ianga.	3023537	Tom just saved my life.
5663013	Shu iathuh ianga jia aiu.	3200775	Just tell me what's going on.
6004054	Ki i kumba ki tip lut shaphang jongngi.	2713029	They seem to know all about us.
6004060	Nga khlem ong kata. Kata dei tang ka jing batai jongphi.	2980424	I didn't say that. That's your interpretation.
6004061	Nga sngewtynnad ki briew kiba pynsamrkhie.	2980445	I like funny guys.
6004062	Phi i kumba phi kylli ia u Tom bun jingkylli bha.	2980461	You seem to ask Tom a lot of questions.
6004063	Phi kylli bun jingkylli bha, hato kam dei?	2980462	You really do ask a lot of questions, don't you?
6004065	Balei phi shait kylli bun jingkylli bha?	2980466	Why do you always ask so many questions?
6004067	U Tom u kylli ianga bun ki jingkylli kiba ngam lah jubab.	2980472	Tom asked me a lot of questions that I couldn't answer.
6004068	U Tom u kylli ianga bun ki jingkylli ba haduh ngam lah jubab.	2980472	Tom asked me a lot of questions that I couldn't answer.
6004072	Phi lah iohsngew ba khatduh-khatwai u lah wanphai ïing?	2980473	Have you already heard that he has finally returned home?
6004075	Phi lah thied lypa ka ticket jong phi?	2980474	Have you already bought your ticket?
6004079	Ka long ka briew kaba bhabriew bha.	2980503	She is a very beautiful woman.
6366766	Ka kmie rabbit ka pynsyaid ia ki khunkhun lyngba ka jingsyaid ka met jong ka.	320537	A mother rabbit keeps her babies warm with her own body.
6366767	Nga duh noh ia i paieid jongnga na ka daw jong ka cancer mynta u snem.	1291941	I lost my grandfather to cancer this year.
3952270	Nga dang pule Japanese.	1371730	I'm learning Japanese.
7725423	U Tom u kynshait ia ka Mary bad ka kynshait kylla ia u.	6860542	Tom splashed Mary and she splashed him back.
7725430	U Tim bad ka Mary kim pat tip satia u John udei uei.	6511393	Tom and Mary still don't know who John is.
7725435	U Tom u kyrpad iaka Mary ban iarap ia u.	6273196	Tom has asked Mary to help him.
7725437	Ngin pyrshang ban iarap?	6049317	Should we try to help?
7725443	Maka ruh ka tip ia kata.	4874255	She knows that as well.
7725456	Kane ka dei ka jongnga.	4496059	This belongs to me.
7725457	Une udei u jongnga.	67126	That is mine.
7725458	Ngam bam re kane ka dohkha.	2545349	I'm not eating this fish.
7725460	Ngam lah rai da kano ka lad ban leit sha Boston.	1951463	I can't decide which route to take to Boston.
7725461	Phin shet na ka bynta jongngi mynta ka miet, em?	6245578	You'll cook for us tonight, won't you?
7725462	U Tom u sei ia u shabi bad u plie ia ka jingkhang.	6241284	Tom pulled out his key and opened the door.
7725463	Kumno phi ioh jingbit ban leh ia kata?	6345194	How did you get permission to do that?
7725464	U Sami um tieng iaka khlaw.	6445332	Sami is not afraid of the jungle.
7725465	Um i kumba u lah thait.	7397866	He doesn't look like he's tired.
7725466	U la phla ba u la leh shiliang.	7399236	He admitted that he was biased.
7725467	Ki lah lah ban pyndep hi da lade.	7408364	They could've done it by themselves.
7725468	U Tom um shem la ioh mynsiem ban leh ia kato.	6250392	Tom wasn't very motivated to do that.
7725469	Namar ka Mary ka shitom, nga thikna ba kan nym leh ia kata.	6414440	Since Mary is sick, I'm sure she won't do that.
7725470	Nga tip u Tom bad Ka Mary kin sa isih ia kane.	6510839	I know Tom and Mary are going to hate this.
7726107	Ka dang khapñiah.	2249293	It's still crowded.
7726116	Ka Mary ka ong ba ka kwah ban iap.	7378781	Mary said that she wanted to die.
7726118	Lada dei nga ngan leit kai sha Boston.	6258566	I'd visit Boston if I were you.
7726121	U Tom u leit bamkhana lem bad ka Mary bad ku bahaïing jongka.	6261825	Tom went on a picnic with Mary and her family.
7726125	Shu kyrmen ba ka Mary kan lah ban leh hi da lade.	6414345	Let's hope that Mary can handle that by herself.
7726126	Lada nga ïohi ia ka Mary mynnin, nga lah kren ia ka.	6411195	If I'd seen Mary yesterday, I would've talked to her.
7726127	Kim shah iaphi ba phin leh kumto hangne.	6245950	They won't permit you to do that here.
7726128	Kin ym shah iaphi ba phin leh kumto hangne.	6245950	They won't permit you to do that here.
7726130	Nga tharai ngi hap ban wad shaei u Tom bad ka Mary ki ia don.	6504255	I think we need to find out where Tom and Mary are.
7726133	U Tom bad ka Mary kim poi pyrkhat ba u John un leh shisha ia kato mynta ka sngi.	6493368	Tom and Mary said they didn't think John really needed to do that today.
7726140	U Tom bad ka Mary ki kam ba ki lah dep leh lypa ia kato.	6514214	Tom and Mary claim they've done that already.
7726144	Ka Mary ka hap ban phla ba ka la bakla.	7379844	Mary had to admit she was wrong.
7726145	Ki iathuh iangi ia kaei ba ki tip.	7443377	They told us what they knew.
7726147	Balei phi pyrkhat ba u Tom bad ka Mary ki bieij.	6512404	Why do you think Tom and Mary are stupid?
7726148	Balei phi pyrkhat ba u Tom bad ka Mary ki kale.	6512404	Why do you think Tom and Mary are stupid?
7726170	Ka thok ban iada iaka longïing jongka.	7389799	She lied to protect her family.
7726171	Ka ong ba ka la kdang.	7404128	She said that she was full.
7726172	Ka Mary kam sngewtynnad ban ai dud ha coffee jongka.	7375947	Mary doesn't like milk in her coffee.
7726173	Ka Mary ka shim ia ka coat bad ka la mih.	7380477	Mary grabbed her coat and left.
7726175	Um shem lah ban leh hi da lade.	7383474	He couldn't do that by himself.
7726178	U Tom u dei u ba nyngkong ban iarap iangi.	6237638	Tom was the first one to volunteer to help us.
7726180	Nga park ia ka kali hangtei.	6264113	My car is parked over there.
7726183	Ngam nang kumno ba ngan sakhi ba ngam don ha Boston.	7137084	I don't know how to prove I wasn't in Boston.
7726185	Ka Mary ka ai ha nga shuwa ba kan khlad.	7377683	Mary gave it to me before she died.
7726186	Ka Mary ka ai hanga shuwa ba kan iap.	7377683	Mary gave it to me before she died.
7726188	Iathuh ianga kumno phi tip ba nga keh ia kato.	6688017	Tell me how you found out that I did that.
7726189	U Sami unhap ban shaniah ia ka Layla.	7271433	Sami needs to trust Layla.
7726194	U Tom bad ka Mary kim tip ba nga kwah iaki ba kin leit noh.	7470768	Tom and Mary don't know that I wish they'd leave.
7726195	U Tom bad nga, ngi ia long paralok mynba ngi sah ha Boston.	6233041	Tom and I became friends when we both lived in Boston.
7726201	Ka Mary ka ong ba kam kwah bannkeh shuh ia kato lano lano ruh.	6413422	Mary said she doesn't want to ever do that again.
7726203	Phi sia phi ia pahuh por shibun.	6925086	You guys have too much time on your hands.
7726205	U Sami u pynbor ia ka Layla ba kan thok.	6448016	Sami forced Layla to lie.
7726207	U Sami u pynbor ia ka Layla ban thok.	6448016	Sami forced Layla to lie.
7726208	Ka lok u Sami ka don hangto.	7229289	Sami's wife was there.
7726210	U Tom bad ka Mary ki lah dei ban lah pyndep ia kato, tangba kim shem la leh.	6509935	Tom and Mary could've done that, but they didn't.
7726211	U Tom bad ka Mary Ki ong ba ki kwah ban leh bha kumba u John u leh.	6495080	Tom and Mary said they wished they could do that as well as John.
7726213	Phi tip mano ba dei kmie u Tom?	7217639	Do you know who Tom's mother is?
7726214	Phi tip i kmie u Tom dei mano?	7217639	Do you know who Tom's mother is?
7726216	Ka Mary ka kular ianga ba kan leh ia kato hashuwa ba kan leit sha ïing.	6409342	Mary promised me that she'd do that before she went home.
7726217	Imat u Tom bad ka Mary ki don ha ïing.	6517785	It looks like Tom and Mary are home.
7726218	Kim pat dep bam ja sngi.	7473914	They haven't finished their lunch yet.
7726222	U Tom bad ka Mary ki ong ba kim poi pyrkhat ba kin lah ban leh ia kato mynta.	6498167	Tom and Mary said they didn't think they could do that now.
7726226	U Tom u dang pynleit jingmut.	7120580	Tom is still paying attention.
7726229	Nga kyrmen ba ka Mary kan leh ia kaeinkaba ngi phah iaka.	6415841	I just hope Mary does what we asked her to do.
7726231	U Sami um ju burom ianga.	7246387	Sami was never respectful to me.
7726232	U Tom bad ka Mary ki i kumba kim pat thiah da ki sngi.	6507652	Tom and Mary looked like they hadn't slept in days.
7726233	Don ba tip shano u Tom bad ka Mary ki don?	6514251	Does anyone know where Tom and Mary are?
7726235	Don mano mano ba tip shaei U Tom bad ka Mary ki don?	6514251	Does anyone know where Tom and Mary are?
7726236	Don mano mano ba tip hangno u Tom bad ka Mary ki don?	6514251	Does anyone know where Tom and Mary are?
7726237	Don mano mano ba tip shano U Tom bad ka Mary ki don?	6514251	Does anyone know where Tom and Mary are?
7726238	Don mano mano ba tip haei U Tom bad ka Mary ki don?	6514251	Does anyone know where Tom and Mary are?
7726240	Don ba tip shaei u Tom bad ka Mary ki don?	6514251	Does anyone know where Tom and Mary are?
7726241	Don ba tip hangno u Tom bad ka Mary ki don?	6514251	Does anyone know where Tom and Mary are?
7726243	Don ba tip haei u Tom bad ka Mary ki don?	6514251	Does anyone know where Tom and Mary are?
7726244	Ngam jied bam.	6879259	I'm not usually picky about food.
7726245	Nga bam naphang.	6879259	I'm not usually picky about food.
7726250	Ka pynsngewtynnad ianga ba phi nang kumno ban leh ia kato.	6237078	It impresses me that you know how to do that.
7726252	Ka pynsngewtynnad ianga ba pha nang kumno ban leh ia kato.	6237078	It impresses me that you know how to do that.
7726253	Ka pynsngewtynnad ianga ba me nang kumno ban leh ia kato.	6237078	It impresses me that you know how to do that.
7726255	Ka Mary ka khap lut ia ki dur ba don u Tom.	6417272	Mary cut up all the pictures she had of Tom.
7726256	U Tom bad ka Mary kim shem iathuh ia u John ki donkam ban thied aiu.	6504312	Tom and Mary didn't tell John what they needed to buy.
7726258	U Tom bad ka Mary kim iathuh ia u John ki donkam ban thied aiu.	6504312	Tom and Mary didn't tell John what they needed to buy.
7726259	U Tom bad ka Mary ki khlem iathuh ia u John ki donkam ban thied aiu.	6504312	Tom and Mary didn't tell John what they needed to buy.
7726261	U Sami u dang peit ia kane ka video.	7218959	Sami was watching this video.
7726262	Ngam kwah ban shah iohi ianga bad u Tom.	6242183	I don't want anyone to see me with Tom.
7726265	U Tom bad ka Mary kim lah shuh ban trei.	6518299	Tom and Mary can no longer do their jobs.
7726266	U Tom bad ka Mary kim pat kwah ban shongthait.	6519376	Tom and Mary don't want to retire.
7726267	Ka Mary ka ong ba kan ym leh.	7378016	Mary said that she wouldn't do it.
7727250	U Tom u don ha la ka jong ka pyrthei.	7725104	Tom lives in his own world.
7727251	Ka Mary ka don ha la ka jong ka pyrthei.	7725105	Mary lives in her own world.
7727252	U Tom bad ka Mary ki dei ki trai jong katei ka ïing hangtei.	7724828	Tom and Mary own the house up the street.
7727253	Map. Nga khlem mut ban mut eiei.	7724831	I'm sorry. I didn't mean to imply anything.
7727254	Wat sngew eiei. Nga khlem mut ban mut eiei.	7724831	I'm sorry. I didn't mean to imply anything.
7727255	Ngi kwah kaba bha iaphi.	7724787	We want what's best for you.
7727257	Ngi kwah kaba bha na ka bynta jong phi.	7724787	We want what's best for you.
7727258	Kine ki patlun kim biang ianga.	7724794	These pants don't fit me.
7727259	Kine ki patlun kim ñiam ianga.	7724794	These pants don't fit me.
7727260	Kane ka patlun kam biang ianga.	7724794	These pants don't fit me.
7727262	Kane ka patlun kam ñiam ianga.	7724794	These pants don't fit me.
7727263	Ngam kynmaw ba dei u Tom uba aikylliang ha nga ia ka kot ne dei ba nga shimkylliang na library.	7722534	I don't remember if Tom lent me the book or if I borrowed it from the library.
7727269	Nga tip ngi lah ban sumar hi ialade lada ngi pyrshang.	6340874	I know we can take care of ourselves if we try.
7727271	Phim tip ba ka Mary ka hap ban leh hi da lade ia kato, hato phi tip?	6407481	You didn't know Mary was supposed to do that by herself, did you?
7727273	Dei tang u Tom uba tip aiu ban leh.	7540144	Tom is the only one who really knows what to do.
7727275	Dei tang u Tom uba tip ban leh kumno.	7540144	Tom is the only one who really knows what to do.
7727278	Tip u Tom un ai nym ai ianga ba ngan ñiah.	6435093	I wonder whether Tom would let me drive.
7727279	Tip u Tom un ai ne kumno ianga ban ñiah.	6435093	I wonder whether Tom would let me drive.
7727282	Ka Mary ka len ba ka dei maka kaba la leh ia kato.	6412329	Mary denied that she was the one who had done that.
7727283	Ka Mary ka len ba ka dei maka kaba la leh ia kata.	6412329	Mary denied that she was the one who had done that.
7727284	Ka Mary ka len ba ka dei maka kaba la leh kumto.	6412329	Mary denied that she was the one who had done that.
7727285	Ka Mary ka len ba ka dei maka kaba la leh kumta.	6412329	Mary denied that she was the one who had done that.
7727289	U Tom um sah jngai na nga, tangba ngam ju iohi than ia u.	6526089	Tom doesn't live far from me, but I don't see him very often.
7727290	U Tom um sah jngai na nga, tangba ngam da iohi than ia u.	6526089	Tom doesn't live far from me, but I don't see him very often.
7727291	Ka shait sngewtynnad.	5828581	It used to be such fun.
7727292	Ka Mary ka ong ba u Tom un sa sngewkmen ban iohi iaka.	6412118	Mary said she thought Tom would be glad to see her.
7727293	Ka Mary kam sngewtynnad iaka sofa bathymmai jongka.	6426817	Mary doesn't like her new sofa.
7727295	Ka Mary ka pyrshang ban iada iaki khun jongka.	7379984	Mary tried to protect her kids.
7727296	Ka Mary ka ong ba kam bunkam lashai.	6424557	Mary says she's not busy tomorrow.
7727297	U Tom u don bun ki paralok ha Australia.	7180546	Tom has lots of friends in Australia.
7727298	Ka ong ba ka kwah ban iashong bad nga.	7399930	She said she wanted to marry me.
7727299	Phi lah ban shah behkam lada phi leh kumba bthah u Tom iaphi.	6338418	You might get fired if you do that the way Tom told you to.
7727300	Me lah ban shah behkam lada me leh kumba bthah u Tom iame	6338418	You might get fired if you do that the way Tom told you to.
7727301	Pha lah ban shah behkam lada pha leh kumba bthah u Tom iapha.	6338418	You might get fired if you do that the way Tom told you to.
7727302	U Sami u la shah kem.	6716997	Sami was arrested.
7727306	U don dakmong ha kjat kamon.	7388139	He has a bruise on his right leg.
7727308	U don dak jingmong ha kjat kamon.	7388139	He has a bruise on his right leg.
7727311	U ong ba u donkam ban leit thiedjingthied.	7397449	He said he needs to go shopping.
7727313	Ngan leit sha Australia lashembnai.	7159370	I'm going to Australia the month after next.
7727314	Ngan leit sha Australia ha u bnai ban sa wan.	7159370	I'm going to Australia the month after next.
7727315	U Sami u dih kynja hashuwa ban leit kam shipai.	7242033	Sami smoked weed before he joined the military.
7727316	Ki ong ba ki tieng ban leit shato.	7409992	They said they were afraid to go there.
7727318	Ki ong ba ki tieng ban leit shatai.	7409992	They said they were afraid to go there.
7727320	Ki ong ba ki tieng ban leit shata.	7409992	They said they were afraid to go there.
7727321	Ki ong ba ki tieng ban leit shatei.	7409992	They said they were afraid to go there.
7727324	U Tom u iathuh ia ka Mary ba um nang ban put saxophone.	6254100	Tom told Mary that he didn't know how to play the saxophone.
7727326	Nga da mut shisha ba u Tom bad ka Mary ki thngan.	6511886	I really thought Tom and Mary were hungry.
7727329	Ngam lah shah shuh iaka jingkhkemakor u Tom.	6660421	I can't put up with Tom's bad manners any longer.
7727330	U don ka hok ban iada ialade.	7383246	He had the right to defend himself.
7727333	U Tom u lah dep lypa ban hikai ianga ban leh kato.	6244351	Tom has already taught me how to do that.
7727755	Ai chalk.	40112	Give me a piece of chalk.
7727756	Phim dei ban leh kum kato da lade.	51251	You should not do that kind of thing by yourself.
7727757	Mem dei ban leh kum kato da lade.	51251	You should not do that kind of thing by yourself.
7727758	Pham dei ban leh kum kato da lade.	51251	You should not do that kind of thing by yourself.
7727759	Ngan sa phah rah ha u ia kane ka synduk shalor.	1224507	I'll get him to carry this box upstairs.
7727760	Ngan sa phah rah ha u ia kane ka synduk shajrong.	1224507	I'll get him to carry this box upstairs.
7727761	Nga iohi ia ia u Tom ba u mareh shathie.	2406151	I saw Tom running down the street.
7727762	Nga iohi u Tom u mareh shathie.	2406151	I saw Tom running down the street.
7727763	Nga bthah ia u Tom ba un ym pynlut por ban leh ia kato.	6666680	I advised Tom not to waste his time trying to do that.
7727764	Ka Mary ka song kyrkieh ia ka suitcase.	7379155	Mary hastily packed her suitcase.
7727765	Lah slem u Tom um pat jngi.	7541960	Tom hasn't been swimming in a long time.
7727766	Bunsien ngi bam im ia ka dohkha ha Japan.	281206	We often eat fish raw in Japan.
7727767	Ha Japan bunsien ngi bam im ia ka dohkha.	281206	We often eat fish raw in Japan.
7727768	Bunsien ha Japan ngi bam im ia ka dohkha.	281206	We often eat fish raw in Japan.
7727769	Khublei na ka bynta baroh.	2107841	Thanks for everything.
7727772	Phi leh aiu ha ka por ba i wan?	68349	What were you doing when she came?
7727773	Phi leh aiu ha ka por ba ka wan?	68349	What were you doing when she came?
7727774	Me leh aiu ha ka por ba i wan?	68349	What were you doing when she came?
7727775	Me leh aiu ha ka por ba ka wan?	68349	What were you doing when she came?
7727777	Pha leh aiu ha ka por ba i wan?	68349	What were you doing when she came?
7727779	Pha leh aiu ha ka por ba ka wan?	68349	What were you doing when she came?
7727784	U Tom u demkhohsiew.	7727776	Tom was kneeling.
7727785	U Tom u dang demkhohsiew.	7727776	Tom was kneeling.
7727787	Nga tip ba ka jynjar iaphi ba phin sngewthuh.	3250952	I know this is hard for you to understand.
7727788	Nga tip ba ka jynjar iame ba men sngewthuh.	3250952	I know this is hard for you to understand.
7727791	Nga tip ba ka jynjar iapha ba phan sngewthuh.	3250952	I know this is hard for you to understand.
7727797	U Tom u lap ba ka Mary kam nang pule.	6269718	Tom has found out Mary can't read.
7727798	U Tom u lap ba ka Mary kam lah ban pule.	6269718	Tom has found out Mary can't read.
7727802	Add ianga ha Facebook. He, kaei kata? Shisha seh, phim ju leh Facebook? Kamut phim don paralok eiei. Sngewsih.	4354019	Friend me on Facebook. Huh, what's that? Really, so you don't do Facebook? You must not have any friends. That's terrible.
7727803	Ngam tip bha shaphang jong u.	3920845	I knew very little about him.
7727804	Ngan da bna bha shaphang jong u.	3920845	I knew very little about him.
7727805	Kumno sa don ki jaid briew kum maphi?	3731927	How do people like you get to be people like you?
7727806	Kumno sa don ki jaid briew kum mame?	3731927	How do people like you get to be people like you?
7727807	Kumno sa don ki jaid briew kum mapha?	3731927	How do people like you get to be people like you?
7727808	Ngi tip ba phin sa kwah ban wan bad ngi.	3312626	We thought you might want to come with us.
7727809	Ngi tip ba men sa kwah ban wan bad ngi.	3312626	We thought you might want to come with us.
7727810	Ngi tip ba phan sa kwah ban wan bad ngi.	3312626	We thought you might want to come with us.
7727812	Balei phim ju iathuh ianga shaphang kata?	3201599	Why didn't you ever tell me that?
7727813	Balei pham ju iathuh ianga shaphang kata?	3201599	Why didn't you ever tell me that?
7727814	Balei mem ju iathuh ianga shaphang kata?	3201599	Why didn't you ever tell me that?
7727815	U Tom u sah marwei bad u ksew jong u.	7727811	Tom lives alone with his dog.
7727944	U lah pynhiar kyrdan iaphi.	2870781	He demoted you.
7727945	U lah pynhiar kyrdan iame.	2870781	He demoted you.
7727946	U lah pynhiar kyrdan iapha.	2870781	He demoted you.
7727948	Phim dei ban ngeit lut kat kaba u Tom u ong.	6048488	You shouldn't believe everything Tom says.
7727950	Mem dei ban ngeit lut kat kaba u Tom u ong.	6048488	You shouldn't believe everything Tom says.
7727951	Pham dei ban ngeit lut kat kaba u Tom u ong.	6048488	You shouldn't believe everything Tom says.
7727952	Shano phi kwah ban leit?	37921	Where would you like to go?
7727955	Shano me lwah ban leit?	37921	Where would you like to go?
7727956	Shano pha kwah ban leit?	37921	Where would you like to go?
7727957	Shaei phi kwah ban leit?	37921	Where would you like to go?
7727958	Shaei pha kwah ban leit?	37921	Where would you like to go?
7727959	Shaei me kwah ban leit?	37921	Where would you like to go?
7727961	Ka kali jong nga ka don ha sem kali.	2646022	My car's in the garage.
7727967	U Tom u ong ba um kwah shuh ban sah ha Boston.	6654316	Tom said that he didn't want to live in Boston anymore.
